ps3,best_match,percent,all_matches,,,,
sprites\jes\1\jes_a23_warai1.png,bmp\tati\jes\1\jes_waraia1,100,"('bmp\\tati\\jes\\1\\jes_waraia1', 1)",,,,
sprites\kan\1\kan_a13_nayamu1.png,bmp\tati\kan\1\kan_fumana2,100,"('bmp\\tati\\kan\\1\\kan_fumana2', 3)",,,,
sprites\jes\1\jes_a11_tereru2.png,bmp\tati\jes\1\jes_tererua2,100,"('bmp\\tati\\jes\\1\\jes_tererua2', 6)",,,,
sprites\kan\1\kan_a11_warai1.png,bmp\tati\kan\1\kan_waraia1,100,"('bmp\\tati\\kan\\1\\kan_waraia1', 12)",,,,
sprites\kan\1\kan_a11_warai3.png,bmp\tati\kan\1\kan_waraia3,100,"('bmp\\tati\\kan\\1\\kan_waraia3', 13)",,,,
sprites\jes\1\jes_a23_tereru2.png,bmp\tati\jes\1\jes_tererua2,100,"('bmp\\tati\\jes\\1\\jes_tererua2', 2)",,,,
sprites\jes\1\jes_a11_nakiwarai1.png,bmp\tati\jes\1\jes_nakiwaraia1,100,"('bmp\\tati\\jes\\1\\jes_nakiwaraia1', 5)",,,,
sprites\jes\1\jes_a11_tohoho4.png,bmp\tati\jes\1\jes_tohohoa4,100,"('bmp\\tati\\jes\\1\\jes_tohohoa4', 15)",,,,
sprites\jes\1\jes_a11_tohoho3.png,bmp\tati\jes\1\jes_tohohoa3,100,"('bmp\\tati\\jes\\1\\jes_tohohoa3', 17)",,,,
sprites\jes\1\jes_b22_atya1.png,bmp\tati\jes\1\jes_atyaa1,100,"('bmp\\tati\\jes\\1\\jes_atyaa1', 1)",,,,
sprites\jes\1\jes_a11_aisowarai1.png,bmp\tati\jes\1\jes_aisowaraia1,100,"('bmp\\tati\\jes\\1\\jes_aisowaraia1', 12)",,,,
sprites\kan\1\kan_a12_majime1.png,bmp\tati\kan\1\kan_majimea1,100,"('bmp\\tati\\kan\\1\\kan_majimea1', 1)",,,,
sprites\sha\1\sha_a12_majime3.png,bmp\tati\sha\1\sha_majimea3,100,"('bmp\\tati\\sha\\1\\sha_majimea3', 1)",,,,
sprites\kan\1\kan_a11_ikari2.png,bmp\tati\kan\1\kan_ikaria2,100,"('bmp\\tati\\kan\\1\\kan_ikaria2', 4)",,,,
sprites\kan\1\kan_b32_nayamu1.png,bmp\tati\kan\1\kan_nayamua1,100,"('bmp\\tati\\kan\\1\\kan_nayamua1', 1)",,,,
sprites\kaw\1\kaw_a12_warai1.png,bmp\tati\kaw\1\kaw_waraia1,100,"('bmp\\tati\\kaw\\1\\kaw_waraia1', 3)",,,,
sprites\kaw\1\kaw_a12_def1.png,bmp\tati\kaw\1\kaw_defa1,100,"('bmp\\tati\\kaw\\1\\kaw_defa1', 1)",,,,
sprites\bea\1\bea_a11_1_houshin3star.png,bmp\tati\bea\1\bea_housina3,100,"('bmp\\tati\\bea\\1\\bea_housina3', 19)",,,,
sprites\but\1\but_d26_kuyasigaru1.png,bmp\tati\but\2\but_kuyasigarua1,100,"('bmp\\tati\\but\\2\\but_kuyasigarua1', 1)",,,,
sprites\but\1\but_d11_nayamu3.png,bmp\tati\but\2\but_nayamua3,100,"('bmp\\tati\\but\\2\\but_nayamua3', 7)",,,,
sprites\but\1\but_d11_futeki5.png,bmp\tati\but\2\but_futekia5,100,"('bmp\\tati\\but\\2\\but_futekia5', 39)",,,,
sprites\fea\1\fea_a11_def3.png,bmp\tati\fea\1\fea_defa3,100,"('bmp\\tati\\fea\\1\\fea_defa3', 10)",,,,
sprites\but\1\but_d11_aseru5.png,bmp\tati\but\2\but_aserua5,100,"('bmp\\tati\\but\\2\\but_aserua5', 6)",,,,
sprites\but\1\but_d11_sakebu1a.png,bmp\tati\but\2\but_sakebua1,100,"('bmp\\tati\\but\\2\\but_sakebua1', 5)",,,,
sprites\but\1\but_d11_kuyasigaru1.png,bmp\tati\but\2\but_kuyasigarua1,100,"('bmp\\tati\\but\\2\\but_kuyasigarua1', 25)",,,,
sprites\but\1\but_d11_aseru3.png,bmp\tati\but\2\but_aserua3,100,"('bmp\\tati\\but\\2\\but_aserua3', 16)",,,,
sprites\but\1\but_d11_aseru2.png,bmp\tati\but\2\but_aserua2,100,"('bmp\\tati\\but\\2\\but_aserua2', 9)",,,,
sprites\but\1\but_d11_odoroki3.png,bmp\tati\but\2\but_odorokia3,100,"('bmp\\tati\\but\\2\\but_odorokia3', 19)",,,,
sprites\but\1\but_d11_aseru1.png,bmp\tati\but\2\but_aserua1,100,"('bmp\\tati\\but\\2\\but_aserua1', 8)",,,,
sprites\but\1\but_d11_komaru1.png,bmp\tati\but\2\but_komarua1,100,"('bmp\\tati\\but\\2\\but_komarua1', 8)",,,,
sprites\but\1\but_d11_naku2.png,bmp\tati\but\2\but_nakua2,100,"('bmp\\tati\\but\\2\\but_nakua2', 9)",,,,
sprites\but\1\but_d11_niramu3.png,bmp\tati\but\2\but_niramua3,100,"('bmp\\tati\\but\\2\\but_niramua3', 12)",,,,
sprites\bea\1\bea_a15_1_hajirai2.png,bmp\tati\bea\1\bea_hajiraib2,100,"('bmp\\tati\\bea\\1\\bea_hajiraib2', 5)",,,,
sprites\enj\1\enj_a11_majime1.png,bmp\tati\enj\1\enj_majimea1,100,"('bmp\\tati\\enj\\1\\enj_majimea1', 21)",,,,
sprites\fea\1\fea_b12_def3.png,bmp\tati\fea\2\fea_defa3,100,"('bmp\\tati\\fea\\2\\fea_defa3', 1)",,,,
sprites\but\1\but_d11_def1.png,bmp\tati\but\2\but_defa1,100,"('bmp\\tati\\but\\2\\but_defa1', 16)",,,,
sprites\but\1\but_d11_futeki4.png,bmp\tati\but\2\but_futekia4,100,"('bmp\\tati\\but\\2\\but_futekia4', 19)",,,,
sprites\but\1\but_d11_def2.png,bmp\tati\but\2\but_defa2,100,"('bmp\\tati\\but\\2\\but_defa2', 15)",,,,
sprites\but\1\but_d11_futeki1.png,bmp\tati\but\2\but_futekia1,100,"('bmp\\tati\\but\\2\\but_futekia1', 45)",,,,
sprites\but\1\but_d11_futeki2.png,bmp\tati\but\2\but_futekia2,100,"('bmp\\tati\\but\\2\\but_futekia2', 24)",,,,
sprites\but\1\but_d11_majime5.png,bmp\tati\but\2\but_majimea5,100,"('bmp\\tati\\but\\2\\but_majimea5', 10)",,,,
sprites\enj\1\enj_a11_nayamu2.png,bmp\tati\enj\1\enj_nayamua2,100,"('bmp\\tati\\enj\\1\\enj_nayamua2', 25)",,,,
sprites\enj\1\enj_a21_komaru1.png,bmp\tati\enj\1\enj_komarua1,100,"('bmp\\tati\\enj\\1\\enj_komarua1', 2)",,,,
sprites\be2\1\be2_a15_1_arigatou.png,bmp\tati\be2\1\be2_arigatoub1,100,"('bmp\\tati\\be2\\1\\be2_arigatoub1', 4)",,,,
sprites\enj\1\enj_a31_komaru2.png,bmp\tati\enj\1\enj_komarua2,100,"('bmp\\tati\\enj\\1\\enj_komarua2', 1)",,,,
sprites\sak\1\sak_a11_def1.png,bmp\tati\sak\1\sak_defa1,100,"('bmp\\tati\\sak\\1\\sak_defa1', 3)",,,,
sprites\fea\1\fea_b11_def3.png,bmp\tati\fea\2\fea_defa3,100,"('bmp\\tati\\fea\\2\\fea_defa3', 31)",,,,
sprites\but\1\but_d11_majime6.png,bmp\tati\but\2\but_majimea6,100,"('bmp\\tati\\but\\2\\but_majimea6', 17)",,,,
sprites\but\1\but_d11_komaru3.png,bmp\tati\but\2\but_komarua3,100,"('bmp\\tati\\but\\2\\but_komarua3', 14)",,,,
sprites\but\1\but_d11_nayamu5.png,bmp\tati\but\2\but_nayamua5,100,"('bmp\\tati\\but\\2\\but_nayamua5', 18)",,,,
sprites\but\1\but_d11_oya1.png,bmp\tati\but\2\but_oyaa1,100,"('bmp\\tati\\but\\2\\but_oyaa1', 44)",,,,
sprites\bea\1\bea_a15_1_nayamu4.png,bmp\tati\bea\1\bea_nayamub4,100,"('bmp\\tati\\bea\\1\\bea_nayamub4', 39)",,,,
sprites\but\1\but_d11_nayamu4.png,bmp\tati\but\2\but_nayamua4,100,"('bmp\\tati\\but\\2\\but_nayamua4', 52)",,,,
sprites\but\1\but_d11_majime1.png,bmp\tati\but\2\but_majimea1,100,"('bmp\\tati\\but\\2\\but_majimea1', 21)",,,,
sprites\eri\1\eri_a12_majime1.png,bmp\tati\eri\1\eri_majimea1a,100,"('bmp\\tati\\eri\\1\\eri_majimea1a', 1)",,,,
sprites\bea\1\bea_a15_fuman2.png,bmp\tati\bea\1\bea_fumanb2,100,"('bmp\\tati\\bea\\1\\bea_fumanb2', 14)",,,,
sprites\bea\1\bea_a15_nayamu1.png,bmp\tati\bea\1\bea_nayamub1,100,"('bmp\\tati\\bea\\1\\bea_nayamub1', 18)",,,,
sprites\bea\1\bea_a15_1_warai5.png,bmp\tati\bea\1\bea_waraib5,100,"('bmp\\tati\\bea\\1\\bea_waraib5', 8)",,,,
sprites\bea\1\bea_a15_1_warai6.png,bmp\tati\bea\1\bea_waraib6,100,"('bmp\\tati\\bea\\1\\bea_waraib6', 14)",,,,
sprites\bea\1\bea_a15_1_warai8.png,bmp\tati\bea\1\bea_waraib8,100,"('bmp\\tati\\bea\\1\\bea_waraib8', 14)",,,,
sprites\bea\1\bea_a15_1_def3.png,bmp\tati\bea\1\bea_defb3,100,"('bmp\\tati\\bea\\1\\bea_defb3', 8)",,,,
sprites\bea\1\bea_a15_1_warai7.png,bmp\tati\bea\1\bea_waraib7,100,"('bmp\\tati\\bea\\1\\bea_waraib7', 7)",,,,
sprites\ber\1\ber_a21_ikari1.png,bmp\tati\ber\1\ber_ikaria1,100,"('bmp\\tati\\ber\\1\\ber_ikaria1', 14)",,,,
sprites\fea\1\fea_b12_warai2.png,bmp\tati\fea\2\fea_waraia2,100,"('bmp\\tati\\fea\\2\\fea_waraia2', 1)",,,,
bmp\tati\fea\2\fea_defa1,bmp\tati\enj\1\enj_defa1,100,"('bmp\\tati\\enj\\1\\enj_defa1', 1)",,,,
sprites\enj\1\enj_a31_def1.png,bmp\tati\enj\1\enj_defa1,100,"('bmp\\tati\\enj\\1\\enj_defa1', 1)",,,,
sprites\fea\1\fea_b12_def1.png,bmp\tati\fea\2\fea_defa1,100,"('bmp\\tati\\fea\\2\\fea_defa1', 6)",,,,
sprites\enj\1\enj_a13_nayamu1.png,bmp\tati\enj\1\enj_nayamua1,100,"('bmp\\tati\\enj\\1\\enj_nayamua1', 10)",,,,
sprites\enj\1\enj_a23_fuman2.png,bmp\tati\enj\1\enj_fumana2,100,"('bmp\\tati\\enj\\1\\enj_fumana2', 1)",,,,
sprites\fea\1\fea_b11_def2.png,bmp\tati\fea\2\fea_defa2,100,"('bmp\\tati\\fea\\2\\fea_defa2', 103)",,,,
sprites\fea\1\fea_b11_warai2.png,bmp\tati\fea\2\fea_waraia2,100,"('bmp\\tati\\fea\\2\\fea_waraia2', 13)",,,,
sprites\enj\1\enj_b21_fuman2.png,bmp\tati\enj\1\enj_fumana2,100,"('bmp\\tati\\enj\\1\\enj_fumana2', 2)",,,,
sprites\ama\1\ama_a14_akuwarai1.png,bmp\tati\ama\1\ama_akuwaraia1,100,"('bmp\\tati\\ama\\1\\ama_akuwaraia1', 1)",,,,
sprites\enj\1\enj_a33_komaru3.png,bmp\tati\enj\1\enj_komarua3,100,"('bmp\\tati\\enj\\1\\enj_komarua3', 1)",,,,
sprites\sak\1\sak_a11_warai2.png,bmp\tati\sak\1\sak_waraia2,100,"('bmp\\tati\\sak\\1\\sak_waraia2', 2)",,,,
sprites\mar\1\mar_b23_naku1.png,bmp\tati\mar\2\mar_nakua1,100,"('bmp\\tati\\mar\\2\\mar_nakua1', 3)",,,,
sprites\enj\1\enj_a31_ikari1.png,bmp\tati\enj\1\enj_ikaria1,100,"('bmp\\tati\\enj\\1\\enj_ikaria1', 1)",,,,
sprites\ama\1\ama_a25_akuwarai1.png,bmp\tati\ama\1\ama_akuwaraia1,100,"('bmp\\tati\\ama\\1\\ama_akuwaraia1', 2)",,,,
sprites\enj\1\enj_a21_fuman2.png,bmp\tati\enj\1\enj_fumana2,100,"('bmp\\tati\\enj\\1\\enj_fumana2', 7)",,,,
sprites\fea\1\fea_a11_warai2.png,bmp\tati\fea\1\fea_waraia2,100,"('bmp\\tati\\fea\\1\\fea_waraia2', 16)",,,,
sprites\fea\1\fea_a12_def1.png,bmp\tati\fea\1\fea_defa1,100,"('bmp\\tati\\fea\\1\\fea_defa1', 5)",,,,
sprites\enj\1\enj_a13_fuman2.png,bmp\tati\enj\1\enj_fumana2,100,"('bmp\\tati\\enj\\1\\enj_fumana2', 2)",,,,
sprites\fea\1\fea_a12_def2.png,bmp\tati\fea\1\fea_defa2,100,"('bmp\\tati\\fea\\1\\fea_defa2', 8)",,,,
sprites\fea\1\fea_a11_def2.png,bmp\tati\fea\1\fea_defa2,100,"('bmp\\tati\\fea\\1\\fea_defa2', 68)",,,,
sprites\fea\1\fea_a11_def1.png,bmp\tati\fea\1\fea_defa1,100,"('bmp\\tati\\fea\\1\\fea_defa1', 69)",,,,
sprites\ama\1\ama_a11_def2.png,bmp\tati\ama\1\ama_defa2,100,"('bmp\\tati\\ama\\1\\ama_defa2', 8)",,,,
sprites\enj\1\enj_a11_komaru2.png,bmp\tati\enj\1\enj_komarua2,100,"('bmp\\tati\\enj\\1\\enj_komarua2', 21)",,,,
sprites\ama\1\ama_a11_majime1.png,bmp\tati\ama\1\ama_majimea1,100,"('bmp\\tati\\ama\\1\\ama_majimea1', 6)",,,,
sprites\ama\1\ama_a11_def1.png,bmp\tati\ama\1\ama_defa1,100,"('bmp\\tati\\ama\\1\\ama_defa1', 14)",,,,
sprites\ama\1\ama_a11_akuwarai1.png,bmp\tati\ama\1\ama_akuwaraia1,100,"('bmp\\tati\\ama\\1\\ama_akuwaraia1', 16)",,,,
sprites\eri\1\eri_c11_akuwarai2.png,bmp\tati\eri\2\eri_akuwaraia2,100,"('bmp\\tati\\eri\\2\\eri_akuwaraia2', 1)",,,,
sprites\zep\1\zep_a11_warai1.png,bmp\tati\zep\1\zep_waraia1,100,"('bmp\\tati\\zep\\1\\zep_waraia1', 19)",,,,
sprites\fur\1\fur_a11_warai7.png,bmp\tati\fur\1\fur_waraia7,100,"('bmp\\tati\\fur\\1\\fur_waraia7', 25)",,,,
sprites\zep\1\zep_a11_warai8.png,bmp\tati\zep\1\zep_waraia8,100,"('bmp\\tati\\zep\\1\\zep_waraia8', 18)",,,,
sprites\fur\1\fur_a11_warai2.png,bmp\tati\fur\1\fur_waraia2,100,"('bmp\\tati\\fur\\1\\fur_waraia2', 22)",,,,
sprites\eri\1\eri_c11_akuwarai4.png,bmp\tati\eri\2\eri_akuwaraia4,100,"('bmp\\tati\\eri\\2\\eri_akuwaraia4', 5)",,,,
sprites\eri\1\eri_c11_akuwarai3.png,bmp\tati\eri\2\eri_akuwaraia3,100,"('bmp\\tati\\eri\\2\\eri_akuwaraia3', 2)",,,,
sprites\eri\1\eri_c11_akuwarai1.png,bmp\tati\eri\2\eri_akuwaraia1,100,"('bmp\\tati\\eri\\2\\eri_akuwaraia1', 4)",,,,
sprites\eri\1\eri_c11_warai3.png,bmp\tati\eri\2\eri_waraia3,100,"('bmp\\tati\\eri\\2\\eri_waraia3', 6)",,,,
sprites\eri\1\eri_c11_majime4.png,bmp\tati\eri\2\eri_majimea4,100,"('bmp\\tati\\eri\\2\\eri_majimea4', 5)",,,,
sprites\fur\1\fur_a11_warai6.png,bmp\tati\fur\1\fur_waraia6,100,"('bmp\\tati\\fur\\1\\fur_waraia6', 17)",,,,
sprites\zep\1\zep_a11_warai6.png,bmp\tati\zep\1\zep_waraia6,100,"('bmp\\tati\\zep\\1\\zep_waraia6', 13)",,,,
sprites\kin\1\kin_a11_akuwarai1.png,bmp\tati\kin\1\kin_akuwaraia1,100,"('bmp\\tati\\kin\\1\\kin_akuwaraia1', 3)",,,,
bmp\tati\nat\1\nat_nayamua2,bmp\tati\gen\1\gen_majimea1,100,"('bmp\\tati\\gen\\1\\gen_majimea1', 1)",,,,
sprites\kir\1\kir_a26_majime1.png,bmp\tati\kir\1\kir_majimea1,100,"('bmp\\tati\\kir\\1\\kir_majimea1', 1)",,,,
sprites\kum\1\kum_a11_majime1.png,bmp\tati\kum\1\kum_majimea1,100,"('bmp\\tati\\kum\\1\\kum_majimea1', 16)",,,,
sprites\dla\1\dla_a11b_ikari1.png,bmp\tati\dla\1\dla_ikaria1b,100,"('bmp\\tati\\dla\\1\\dla_ikaria1b', 12)",,,,
sprites\dla\1\dla_a11_warai2.png,bmp\tati\dla\1\dla_waraia2,100,"('bmp\\tati\\dla\\1\\dla_waraia2', 3)",,,,
sprites\bea\1\bea_a11_1_naku2_kouhen.png,bmp\tati\bea\1\bea_nakua2,100,"('bmp\\tati\\bea\\1\\bea_nakua2', 2)",,,,
sprites\bea\1\bea_a11_1_naku3.png,bmp\tati\bea\1\bea_nakua3,100,"('bmp\\tati\\bea\\1\\bea_nakua3', 4)",,,,
sprites\but\1\but_b11_naku3.png,bmp\tati\but\1\but_nakua3,100,"('bmp\\tati\\but\\1\\but_nakua3', 1)",,,,
sprites\bea\1\bea_a11_1_naku1_kouhen.png,bmp\tati\bea\1\bea_nakua1,100,"('bmp\\tati\\bea\\1\\bea_nakua1', 1)",,,,
sprites\but\1\but_b11_naku1.png,bmp\tati\but\1\but_nakua1,100,"('bmp\\tati\\but\\1\\but_nakua1', 3)",,,,
sprites\but\1\but_b11_naku2.png,bmp\tati\but\1\but_nakua2,100,"('bmp\\tati\\but\\1\\but_nakua2', 5)",,,,
sprites\but\1\but_b25_kuyasigaru1.png,bmp\tati\but\1\but_kuyasigarub1,100,"('bmp\\tati\\but\\1\\but_kuyasigarub1', 2)",,,,
sprites\dla\1\dla_a11b_majime2.png,bmp\tati\dla\1\dla_majimea2b,100,"('bmp\\tati\\dla\\1\\dla_majimea2b', 2)",,,,
sprites\but\1\but_a11_aseru5.png,bmp\tati\but\1\but_aserua5,100,"('bmp\\tati\\but\\1\\but_aserua5', 1)",,,,
sprites\cor\1\cor_a13_majime1.png,bmp\tati\cor\1\cor_majimea1,100,"('bmp\\tati\\cor\\1\\cor_majimea1', 1)",,,,
sprites\dla\1\dla_b21_akuwarai1.png,bmp\tati\dla\1\dla_akuwaraia1,100,"('bmp\\tati\\dla\\1\\dla_akuwaraia1', 4)",,,,
sprites\bea\1\bea_a12_1_naku3.png,bmp\tati\bea\1\bea_nakua3,100,"('bmp\\tati\\bea\\1\\bea_nakua3', 4)",,,,
sprites\bea\1\bea_a12_1_naku2_kouhen.png,bmp\tati\bea\1\bea_nakua2,100,"('bmp\\tati\\bea\\1\\bea_nakua2', 2)",,,,
sprites\bea\1\bea_a12_1_naku1_kouhen.png,bmp\tati\bea\1\BEA_nakuA1,,,,,,
sprites\kir\1\kir_a11_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 9)",,,,
sprites\bea\1\bea_a11_gaman5.png,bmp\tati\bea\1\bea_gamana5,100,"('bmp\\tati\\bea\\1\\bea_gamana5', 2)",,,,
sprites\ber\1\ber_a21_niramu1.png,bmp\tati\ber\1\ber_niramua1,100,"('bmp\\tati\\ber\\1\\ber_niramua1', 30)",,,,
sprites\bea\1\bea_a11_1_ikari2star.png,bmp\tati\bea\1\bea_ikaria2,100,"('bmp\\tati\\bea\\1\\bea_ikaria2', 1)",,,,
sprites\bea\1\bea_a11_gaman6.png,bmp\tati\bea\1\bea_gamana6,100,"('bmp\\tati\\bea\\1\\bea_gamana6', 9)",,,,
sprites\gap\1\gap_a11_ikari1a.png,bmp\tati\gap\1\gap_ikaria1a,100,"('bmp\\tati\\gap\\1\\gap_ikaria1a', 1)",,,,
bmp\tati\nat\1\nat_waraia1,bmp\tati\bea\1\bea_waraia2,100,"('bmp\\tati\\bea\\1\\bea_waraia2', 1)",,,,
sprites\wal\1\wal_a11_ikari2.png,bmp\tati\wal\1\wal_ikaria2,100,"('bmp\\tati\\wal\\1\\wal_ikaria2', 5)",,,,
sprites\but\1\but_b11_aseru5.png,bmp\tati\but\1\but_aserua5,100,"('bmp\\tati\\but\\1\\but_aserua5', 8)",,,,
sprites\lam\1\lam_a11_fuman1.png,bmp\tati\lam\1\lam_fumana1,100,"('bmp\\tati\\lam\\1\\lam_fumana1', 10)",,,,
sprites\eri\1\eri_a12_warai5.png,bmp\tati\eri\1\eri_waraia5,100,"('bmp\\tati\\eri\\1\\eri_waraia5', 6)",,,,
sprites\but\1\but_b25_niramu4.png,bmp\tati\but\1\but_niramub4,100,"('bmp\\tati\\but\\1\\but_niramub4', 1)",,,,
sprites\gap\1\gap_a11_warai3a.png,bmp\tati\gap\1\gap_waraia1a,100,"('bmp\\tati\\gap\\1\\gap_waraia1a', 5)",,,,
sprites\bea\1\bea_a11_1_odoroki3.png,bmp\tati\bea\1\bea_odorokia3,100,"('bmp\\tati\\bea\\1\\bea_odorokia3', 10)",,,,
sprites\kum\1\kum_a12_odoroki1.png,bmp\tati\kum\1\kum_odorokia1,100,"('bmp\\tati\\kum\\1\\kum_odorokia1', 1)",,,,
sprites\eri\1\eri_a14_akuwarai5.png,bmp\tati\eri\1\eri_akuwaraia5,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia5', 1)",,,,
sprites\eri\1\eri_a14_akuwarai3.png,bmp\tati\eri\1\eri_akuwaraia3,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia3', 4)",,,,
sprites\bea\1\bea_a13_majime2.png,bmp\tati\bea\1\bea_majimea2,100,"('bmp\\tati\\bea\\1\\bea_majimea2', 3)",,,,
sprites\bea\1\bea_a13_komaru3.png,bmp\tati\bea\1\bea_komarua3,100,"('bmp\\tati\\bea\\1\\bea_komarua3', 2)",,,,
sprites\bea\1\bea_a13_majime1.png,bmp\tati\bea\1\bea_majimea1,100,"('bmp\\tati\\bea\\1\\bea_majimea1', 2)",,,,
sprites\goa\1\goa_a11_def1.png,bmp\tati\goa\1\goa_defa1,100,"('bmp\\tati\\goa\\1\\goa_defa1', 115)",,,,
sprites\s45\1\s45_a11_komaru1.png,bmp\tati\s45\1\s45_komarua1,100,"('bmp\\tati\\s45\\1\\s45_komarua1', 4)",,,,
bmp\tati\lsp\1\lsp_var,bmp\tati\lsp\1\lsp_var,100,"('bmp\\tati\\lsp\\1\\lsp_var', 3)",,,,
sprites\geo\1\geo_a11k_komaru1k.png,bmp\tati\geo\1\geo_komarua1k,100,"('bmp\\tati\\geo\\1\\geo_komarua1k', 9)",,,,
sprites\eri\1\eri_a13_warai5.png,bmp\tati\eri\1\eri_waraia5,100,"('bmp\\tati\\eri\\1\\eri_waraia5', 1)",,,,
sprites\s00\1\s00_a11_def1.png,bmp\tati\s00\1\s00_defa1,100,"('bmp\\tati\\s00\\1\\s00_defa1', 8)",,,,
sprites\gap\1\gap_a11_akuwarai3a.png,bmp\tati\gap\1\gap_akuwaraia3a,100,"('bmp\\tati\\gap\\1\\gap_akuwaraia3a', 10)",,,,
sprites\eri\1\eri_a14_akuwarai4.png,bmp\tati\eri\1\eri_akuwaraia4,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia4', 2)",,,,
sprites\eri\1\eri_a14_warai1.png,bmp\tati\eri\1\eri_waraia1,100,"('bmp\\tati\\eri\\1\\eri_waraia1', 1)",,,,
sprites\eri\1\eri_a12_akuwarai4.png,bmp\tati\eri\1\eri_akuwaraia4,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia4', 3)",,,,
sprites\kan\1\kan_a11_ikari3.png,bmp\tati\kan\1\kan_ikaria3,100,"('bmp\\tati\\kan\\1\\kan_ikaria3', 3)",,,,
sprites\nat\1\nat_a12_majime2.png,bmp\tati\nat\1\nat_majimea2,100,"('bmp\\tati\\nat\\1\\nat_majimea2', 1)",,,,
sprites\kir\1\kir_a11_komaru1.png,bmp\tati\kir\1\kir_komarua1,100,"('bmp\\tati\\kir\\1\\kir_komarua1', 36)",,,,
sprites\gap\1\gap_a11_akuwarai4.png,bmp\tati\gap\1\gap_akuwaraia4,100,"('bmp\\tati\\gap\\1\\gap_akuwaraia4', 10)",,,,
sprites\rud\1\rud_a13_odoroki1.png,bmp\tati\rud\1\rud_odorokia1,100,"('bmp\\tati\\rud\\1\\rud_odorokia1', 2)",,,,
sprites\cor\1\cor_a11_majime2.png,bmp\tati\cor\1\cor_majimea2,100,"('bmp\\tati\\cor\\1\\cor_majimea2', 10)",,,,
bmp\tati\sha\1\sha_defa1,bmp\tati\kan\1\kan_defa1,100,"('bmp\\tati\\kan\\1\\kan_defa1', 1)",,,,
sprites\cor\1\cor_a11_komaru2.png,bmp\tati\cor\1\cor_komarua2,100,"('bmp\\tati\\cor\\1\\cor_komarua2', 4)",,,,
sprites\cor\1\cor_a11_komaru1.png,bmp\tati\cor\1\cor_komarua1,100,"('bmp\\tati\\cor\\1\\cor_komarua1', 1)",,,,
sprites\ger\1\ger_a12_odoroki1.png,bmp\tati\ger\1\ger_komarua1,100,"('bmp\\tati\\ger\\1\\ger_komarua1', 2)",,,,
sprites\ger\1\ger_a12_def1.png,bmp\tati\ger\1\ger_defa1,100,"('bmp\\tati\\ger\\1\\ger_defa1', 6)",,,,
sprites\ger\1\ger_a11_odoroki1.png,bmp\tati\ger\1\ger_komarua1,100,"('bmp\\tati\\ger\\1\\ger_komarua1', 6)",,,,
sprites\cor\1\cor_a12_komaru1.png,bmp\tati\cor\1\cor_komarua1,100,"('bmp\\tati\\cor\\1\\cor_komarua1', 4)",,,,
sprites\cor\1\cor_a12_komaru2.png,bmp\tati\cor\1\cor_komarua2,100,"('bmp\\tati\\cor\\1\\cor_komarua2', 3)",,,,
sprites\enj\1\enj_a11_def1.png,bmp\tati\enj\1\enj_defa1,100,"('bmp\\tati\\enj\\1\\enj_defa1', 79)",,,,
sprites\but\1\but_a11_futeki4.png,bmp\tati\but\1\but_futekia4,100,"('bmp\\tati\\but\\1\\but_futekia4', 1)",,,,
sprites\dla\1\dla_a11_majime2.png,bmp\tati\dla\1\dla_majimea2,100,"('bmp\\tati\\dla\\1\\dla_majimea2', 29)",,,,
sprites\dla\1\dla_a11_komaru1.png,bmp\tati\dla\1\dla_komarua1,100,"('bmp\\tati\\dla\\1\\dla_komarua1', 29)",,,,
sprites\wal\1\wal_a12_def1.png,bmp\tati\wal\1\wal_defa1,100,"('bmp\\tati\\wal\\1\\wal_defa1', 1)",,,,
sprites\wal\1\wal_a12_warai1.png,bmp\tati\wal\1\wal_waraia1,100,"('bmp\\tati\\wal\\1\\wal_waraia1', 2)",,,,
sprites\wal\1\wal_a11_warai2.png,bmp\tati\wal\1\wal_waraia2,100,"('bmp\\tati\\wal\\1\\wal_waraia2', 7)",,,,
sprites\bea\1\bea_a13_gaman4.png,bmp\tati\bea\1\bea_gamana4,100,"('bmp\\tati\\bea\\1\\bea_gamana4', 1)",,,,
sprites\but\1\but_b25_futeki1.png,bmp\tati\but\1\but_futekib1,100,"('bmp\\tati\\but\\1\\but_futekib1', 1)",,,,
sprites\bea\1\bea_a13_iiwake3.png,bmp\tati\bea\1\bea_iiwakea3,100,"('bmp\\tati\\bea\\1\\bea_iiwakea3', 1)",,,,
sprites\eri\1\eri_a11_hanbeso2.png,bmp\tati\eri\1\eri_hanbesoa2,100,"('bmp\\tati\\eri\\1\\eri_hanbesoa2', 18)",,,,
sprites\kir\1\kir_a26_futeki1.png,bmp\tati\kir\1\kir_futekia1,100,"('bmp\\tati\\kir\\1\\kir_futekia1', 1)",,,,
sprites\eva\1\eva_b25_komaru2.png,bmp\tati\eva\1\eva_komarua2,100,"('bmp\\tati\\eva\\1\\eva_komarua2', 1)",,,,
